,CNS,amnioserosa,epidermis,fat body,foregut,hindgut,midgut,muscle,oenocyte,plasmatocytes,proventriculus,salivary gland,sensory nervous system,tracheal system,ubiquitous,yolk nuclei
E16-18h_a_S06_3200x113980-slice5,2.1281966e-24,1.3444864e-24,0.8942561,8.941916e-08,0.01303179,5.628543e-25,1.7548319e-17,9.4051263e-26,1.9374539e-12,3.4747836e-24,1.8988997e-09,0.092712,1.3192917e-24,1.016367e-24,4.0112007e-09,5.3073714e-25
E16-18h_a_S06_3200x114000-slice5,1.6566343e-22,9.996764e-23,0.85874575,9.647353e-12,0.0941326,4.0150928e-23,6.252781e-13,7.982769e-24,2.9655466e-11,1.8555264e-22,1.0255959e-09,0.047121488,8.93067e-23,7.0097625e-23,1.200699e-07,4.3395955e-23
E16-18h_a_S06_3200x114020-slice5,1.9138784e-21,1.2107064e-21,0.8869579,1.9187256e-09,0.0549226,4.583121e-22,1.7729808e-10,1.1426802e-22,8.079496e-12,1.9491039e-21,8.7453794e-10,0.058119543,1.0399029e-21,8.0935205e-22,3.3682472e-08,1.3362045e-21
E16-18h_a_S06_3200x114040-slice5,1.0856326e-20,6.3877314e-21,0.8254039,2.547174e-12,0.088881224,2.439939e-21,2.3932709e-10,1.207802e-21,5.4973985e-09,1.074574e-20,7.8333784e-08,0.08571407,5.7647832e-21,4.267452e-21,6.855352e-07,3.6133216e-21
E16-18h_a_S06_3200x114060-slice5,3.1232704e-19,1.7523435e-19,0.80288,1.6133253e-11,0.09824703,4.7734567e-20,2.6051714e-06,1.3837869e-20,1.9885722e-08,2.173742e-19,2.909129e-06,0.09886751,1.4245909e-19,9.466934e-20,2.5428197e-09,4.0480772e-19
E16-18h_a_S06_3220x113940-slice5,8.3471246e-17,5.8363535e-17,0.8490585,1.2193788e-08,0.02637074,3.1196875e-17,1.8910304e-11,6.4314335e-18,2.2059374e-09,9.9612795e-17,4.7096864e-09,0.1243497,5.579528e-17,5.0370885e-17,0.00022102812,2.3149085e-17
E16-18h_a_S06_3220x113960-slice5,8.79835e-20,6.8657665e-20,0.81068885,1.0410688e-10,0.104360126,4.5585025e-20,1.6602235e-12,1.0878564e-20,4.0752923e-10,1.1726831e-19,9.2488195e-10,0.08494797,6.892139e-20,6.523803e-20,2.9780585e-06,1.3709523e-20
E16-18h_a_S06_3220x113980-slice5,2.6167957e-23,1.22831204e-23,0.9048582,1.416171e-10,0.045501817,2.9522029e-24,1.906021e-12,2.3913313e-25,5.816332e-12,2.2686942e-23,2.4124747e-09,0.049639925,9.7342596e-24,6.5632293e-24,1.0022305e-08,1.7946576e-23
E16-18h_a_S06_3220x114000-slice5,4.4120955e-24,2.578289e-24,0.95898914,5.9856287e-13,0.009866087,1.0491725e-24,7.163744e-11,1.8419653e-25,1.629342e-12,4.1170457e-24,1.1009262e-11,0.031144796,2.1884993e-24,1.6573437e-24,8.341906e-09,4.269927e-24
E16-18h_a_S06_3220x114020-slice5,2.1343654e-23,1.2239903e-23,0.927614,1.0582699e-11,0.06791065,5.0020013e-24,4.8009024e-08,2.0709313e-24,2.8783663e-11,1.8082847e-23,7.3745476e-10,0.0044754054,9.749757e-24,7.018871e-24,1.41874e-09,2.7911483e-23
E16-18h_a_S06_3220x114040-slice5,1.6267574e-24,8.73955e-25,0.9605082,2.5518261e-06,0.006799169,2.5051747e-25,7.49154e-12,3.921859e-26,6.697255e-14,1.6691762e-24,4.531523e-09,0.032689977,6.9108904e-25,4.649107e-25,6.4096665e-11,4.5824125e-24
E16-18h_a_S06_3220x114060-slice5,1.425879e-22,6.7523805e-23,0.8957638,5.2898706e-13,0.06491044,1.4637401e-23,1.0505977e-10,2.0153325e-24,1.1983269e-10,9.647722e-23,3.852501e-08,0.039325796,5.1157418e-23,3.3004394e-23,1.2311847e-09,1.0935513e-22
E16-18h_a_S06_3220x114080-slice5,5.1582365e-21,2.5380323e-21,0.8576025,2.0253346e-09,0.09951304,5.7457614e-22,3.466522e-08,3.8362268e-23,9.788148e-13,3.2469606e-21,1.8452429e-08,0.042884514,1.7694948e-21,1.2196021e-21,2.4379507e-09,1.33685296e-20
E16-18h_a_S06_3220x114100-slice5,2.0191477e-19,1.2898191e-19,0.8946646,2.020438e-08,0.10529661,6.39433e-20,1.9002384e-09,1.4271652e-20,7.551409e-09,1.8224927e-19,3.2078098e-09,3.8578837e-05,1.1270663e-19,9.0007145e-20,2.4539654e-07,1.4047182e-19
E16-18h_a_S06_3220x114120-slice5,5.0763677e-20,3.8806962e-20,0.76580805,1.6911433e-06,0.110426694,2.745828e-20,1.7038731e-07,3.3101918e-21,6.934472e-12,6.040421e-20,9.08802e-09,0.123763435,3.4823115e-20,3.0889845e-20,2.5788316e-09,1.1249532e-19
E16-18h_a_S06_3240x113920-slice5,1.0522613e-15,7.470336e-16,0.86929905,6.990674e-06,0.10825601,4.3652113e-16,4.4090212e-10,1.6967854e-16,4.1769684e-07,1.2567571e-15,5.94024e-06,0.022423504,7.348462e-16,5.8027437e-16,8.098242e-06,4.283002e-16
E16-18h_a_S06_3240x113940-slice5,8.21528e-19,6.046186e-19,0.87366307,3.9545284e-08,0.04924897,3.8208682e-19,2.035456e-13,9.1600844e-20,3.1457954e-09,1.2177903e-18,3.3036343e-08,0.0770769,6.228269e-19,5.33627e-19,1.1052727e-05,1.3014039e-19
E16-18h_a_S06_3240x113960-slice5,2.2412237e-20,1.2153986e-20,0.91075575,3.8308254e-09,0.06877109,3.780558e-21,9.5639466e-14,4.555961e-22,2.6115092e-09,2.2705854e-20,5.7577415e-07,0.020472536,1.08023116e-20,7.552082e-21,1.4874881e-07,5.377788e-21
E16-18h_a_S06_3240x113980-slice5,1.2532909e-24,7.568146e-25,0.90921295,5.148219e-13,0.06481254,3.0195786e-25,3.4845724e-11,5.027239e-26,4.6124246e-12,1.1703634e-24,2.7921625e-11,0.025974559,6.386452e-25,5.055454e-25,1.6817525e-09,6.4369837e-25
E16-18h_a_S06_3240x114000-slice5,2.5392027e-26,1.0814556e-26,0.9907935,2.2955214e-13,0.00031278117,2.244756e-27,6.5133605e-07,1.8389144e-28,2.1723086e-12,1.5039917e-26,1.4491128e-09,0.008892942,7.558335e-27,4.1410256e-27,1.2978005e-12,2.460546e-25
E16-18h_a_S06_3240x114020-slice5,7.341158e-27,3.574889e-27,0.97645426,1.6896827e-08,0.022509096,9.532433e-28,6.485563e-11,1.6495834e-28,2.1172831e-13,5.9505196e-27,4.576543e-11,0.00103671,2.6602828e-27,1.698912e-27,4.897049e-13,2.1239997e-26
E16-18h_a_S06_3240x114040-slice5,2.7794904e-29,1.3587559e-29,0.9289227,2.75933e-09,0.06767676,3.280828e-30,1.1614337e-15,3.490357e-31,2.238941e-14,2.8109673e-29,1.8107998e-10,0.0034004755,1.047333e-29,6.545946e-30,9.424725e-15,2.1132509e-29
E16-18h_a_S06_3240x114060-slice5,7.538028e-29,3.362429e-29,0.86397445,9.85178e-12,0.09488324,6.394874e-30,1.282609e-13,2.8919434e-31,1.1789911e-15,5.8361894e-29,3.649354e-10,0.041142296,2.3907492e-29,1.4796106e-29,1.980459e-14,7.177103e-29
E16-18h_a_S06_3240x114080-slice5,6.296176e-27,2.721206e-27,0.9328938,2.2586759e-12,0.06709121,4.579833e-28,8.236294e-12,3.3610065e-29,9.205138e-13,3.9773762e-27,3.2581494e-12,1.4979545e-05,1.861032e-27,1.1438577e-27,2.5424196e-12,6.188072e-27
E16-18h_a_S06_3240x114100-slice5,3.5241556e-24,1.9451772e-24,0.9471368,8.449649e-11,0.006412949,6.134235e-25,2.3745678e-10,5.1497422e-26,8.4854465e-13,3.0032025e-24,2.8825808e-10,0.0464503,1.5219605e-24,1.07353645e-24,3.8410698e-11,6.007153e-24
E16-18h_a_S06_3240x114120-slice5,2.2418265e-21,1.5206556e-21,0.79765666,1.3891158e-08,0.19308476,1.0082986e-21,1.9889637e-11,4.0441036e-22,1.2037896e-09,2.5799919e-21,2.4006303e-08,0.00925857,1.4235354e-21,1.1309999e-21,2.9578577e-09,1.1381628e-21
E16-18h_a_S06_3240x114140-slice5,5.390636e-19,3.4171506e-19,0.8921162,2.52199e-08,0.054392885,1.8172044e-19,1.729167e-11,6.414173e-20,9.687338e-09,5.8292896e-19,7.755744e-06,0.05348281,3.3297514e-19,2.4414567e-19,2.8714229e-07,2.2719407e-19
E16-18h_a_S06_3260x113900-slice5,4.365729e-19,2.9907821e-19,0.87242,9.023094e-07,0.00046622028,1.3935036e-19,2.6439252e-12,2.1411604e-20,1.0441299e-08,6.002654e-19,7.3031106e-07,0.12711205,3.0050887e-19,2.3102865e-19,1.2614427e-07,5.0418e-19
E16-18h_a_S06_3260x113920-slice5,1.1239801e-19,7.932994e-20,0.7518793,1.6147618e-06,0.19884084,5.1306475e-20,7.0575833e-12,1.7280377e-20,2.2599814e-08,1.5748683e-19,6.211812e-06,0.049272016,8.092792e-20,6.127828e-20,1.8114765e-08,4.1850534e-20
E16-18h_a_S06_3260x113940-slice5,4.924523e-19,3.0777992e-19,0.9636248,1.4812167e-06,0.018995201,1.4091354e-19,6.627976e-14,2.4523837e-20,2.9932126e-10,6.011115e-19,2.3497407e-06,0.017372927,2.999137e-19,2.2987285e-19,3.3844005e-06,1.6454424e-19
E16-18h_a_S06_3260x113960-slice5,2.577331e-23,1.3429854e-23,0.9986926,1.4803407e-09,0.0012993594,3.2646064e-24,4.2241544e-11,4.615102e-25,1.2005481e-10,2.1113622e-23,2.0161262e-07,7.859992e-06,1.0982515e-23,6.818158e-24,1.1949037e-09,3.617412e-23
E16-18h_a_S06_3260x113980-slice5,4.6762113e-23,2.0057965e-23,0.9499903,6.140714e-09,0.049996596,3.1590278e-24,1.914271e-06,1.5092899e-25,2.2442825e-12,2.453282e-23,1.9496288e-06,9.330609e-06,1.3402119e-23,7.722628e-24,1.304341e-11,1.7775126e-22
E16-18h_a_S06_3260x114000-slice5,1.772651e-26,7.620385e-27,0.9694909,2.8759143e-11,0.019807024,1.3425454e-27,3.7010306e-08,1.4917698e-28,1.5149958e-13,9.773949e-27,1.0245126e-10,0.010702121,5.097986e-27,3.0090483e-27,8.0674115e-14,7.681269e-26
E16-18h_a_S06_3260x114020-slice5,1.715646e-28,7.108195e-29,0.9885471,1.19402195e-08,0.011452155,1.1088748e-29,9.815753e-11,9.183112e-31,6.2803116e-14,1.0984552e-28,5.780568e-09,7.1364497e-07,4.7863277e-29,2.527862e-29,1.3600765e-14,6.2260226e-28
E16-18h_a_S06_3260x114040-slice5,5.308438e-32,2.5248825e-32,0.8944971,9.521066e-10,0.10550074,5.6682227e-33,1.6323102e-15,7.3547495e-34,5.514625e-15,5.1968347e-32,8.726182e-13,2.080712e-06,1.8152779e-32,1.14658586e-32,3.015764e-16,4.0383236e-32
E16-18h_a_S06_3260x114060-slice5,3.2122135e-32,1.4634615e-32,0.8502765,1.8879134e-09,0.14972141,2.6872126e-33,2.919042e-13,1.5719933e-34,2.9998188e-16,2.5636392e-32,4.870218e-12,2.0234327e-06,9.9355736e-33,6.0387022e-33,5.941888e-17,6.021477e-32
E16-18h_a_S06_3260x114080-slice5,1.7482376e-28,8.356676e-29,0.898978,8.071004e-15,0.09903579,1.9001124e-29,2.0235189e-11,3.3085573e-30,8.7625713e-13,1.2551559e-28,2.0545595e-13,0.0019862088,5.9047857e-29,3.861566e-29,1.9511632e-13,1.2658498e-28
E16-18h_a_S06_3260x114100-slice5,2.598193e-25,1.4884977e-25,0.880354,4.1484134e-12,0.08046757,5.008681e-26,2.0907961e-13,6.81806e-27,1.4597124e-11,2.6629854e-25,3.0934296e-12,0.03917849,1.2110267e-25,8.872101e-26,2.0555271e-11,8.5502674e-26
E16-18h_a_S06_3260x114120-slice5,7.467521e-21,4.5638285e-21,0.92720795,4.874285e-09,0.033628777,2.1448494e-21,5.1357935e-10,5.553665e-22,4.2527631e-10,7.014016e-21,6.142239e-10,0.03916329,3.9110872e-21,2.9703632e-21,1.7766085e-08,7.556901e-21
E16-18h_a_S06_3260x114140-slice5,7.3218454e-20,4.8803973e-20,0.8949875,7.272057e-10,0.055129748,2.6546205e-20,3.1201253e-09,1.0125083e-20,2.4669373e-09,7.4368927e-20,3.2295682e-09,0.049882658,4.452136e-20,3.5899412e-20,9.512951e-08,4.7952852e-20
E16-18h_a_S06_3260x114160-slice5,1.0645667e-17,6.8229935e-18,0.7551537,1.4326497e-08,0.1584629,3.5601974e-18,3.49588e-08,4.4461087e-19,4.746812e-10,9.928041e-18,1.3848096e-06,0.08635876,6.1570577e-18,5.1058795e-18,2.3207314e-05,9.0548385e-18
E16-18h_a_S06_3280x113880-slice5,3.0946254e-18,1.79285e-18,0.81706643,2.731764e-10,0.049405307,6.7991305e-19,5.778885e-07,2.3475484e-19,6.087335e-08,2.719686e-18,2.1933049e-05,0.13350543,1.5718013e-18,1.0896525e-18,2.5150536e-07,3.520784e-18
E16-18h_a_S06_3280x113900-slice5,7.233322e-20,4.458157e-20,0.8795112,1.7599524e-08,0.11697346,1.9453004e-20,4.7890725e-10,4.862857e-21,1.8786553e-08,7.136327e-20,7.545177e-08,0.0035152796,3.8891263e-20,2.8992965e-20,2.727792e-08,4.847302e-20
E16-18h_a_S06_3280x113920-slice5,4.9358116e-24,2.828641e-24,0.9990681,1.7581934e-09,0.0006522879,9.90631e-25,1.387358e-10,7.920533e-26,1.1046508e-12,4.6520914e-24,8.774491e-11,0.00027963414,2.2729897e-24,1.652571e-24,8.275643e-10,1.4756424e-23
E16-18h_a_S06_3280x113940-slice5,2.7586106e-28,1.2501617e-28,0.98165154,2.532168e-13,0.018338585,2.4436381e-29,1.6197337e-14,1.5614986e-30,1.3260463e-14,2.3031828e-28,8.532838e-12,9.8734245e-06,9.76491e-29,6.189033e-29,1.7415689e-11,9.370211e-29
E16-18h_a_S06_3280x113960-slice5,1.3154034e-27,5.424911e-28,0.9852916,9.036459e-12,0.014708436,8.171105e-29,1.6660726e-13,3.0049597e-30,1.8521541e-14,9.482088e-28,2.6435685e-09,4.805543e-10,4.0178799e-28,2.3429648e-28,7.1774225e-11,5.38598e-28
E16-18h_a_S06_3280x113980-slice5,1.0606471e-31,4.956951e-32,0.9999312,3.125863e-13,6.874123e-05,7.650838e-33,7.0131e-09,2.631831e-34,2.6289135e-17,7.052024e-32,1.565415e-14,1.098058e-09,3.308093e-32,2.0049142e-32,1.6838266e-14,7.2784085e-31
E16-18h_a_S06_3280x114000-slice5,1.4991955e-29,5.349422e-30,0.9652574,4.569555e-13,0.03473836,7.1885246e-31,4.3421639e-10,2.8857273e-32,1.0970107e-14,7.5727264e-30,3.3631702e-09,4.2590896e-06,3.3349388e-30,1.692568e-30,1.7799244e-14,3.8285925e-29
E16-18h_a_S06_3280x114020-slice5,4.6321436e-32,1.7947288e-32,0.97081035,3.1262442e-15,0.029189656,2.2502431e-33,3.0492966e-11,1.945692e-34,1.7079259e-14,2.3136556e-32,1.7650424e-12,4.563086e-10,1.1348006e-32,6.3928614e-33,2.4808497e-14,4.6298117e-32
E16-18h_a_S06_3280x114040-slice5,1.662258e-34,6.6002625e-35,0.95084214,6.055214e-13,0.049157906,9.381468e-36,4.0213536e-12,9.437493e-37,2.6657366e-15,1.0584431e-34,1.254245e-12,2.2193332e-08,4.1113176e-35,2.1674213e-35,1.4891243e-18,3.5397067e-34
E16-18h_a_S06_3280x114060-slice5,7.6554524e-29,3.860285e-29,0.8378213,2.0473447e-14,0.1621763,1.1011069e-29,4.9771487e-10,2.2984159e-30,4.325857e-13,5.603327e-29,8.01247e-12,2.3770467e-06,2.8082803e-29,1.8608391e-29,5.0868943e-14,5.3758964e-29
E16-18h_a_S06_3280x114080-slice5,7.46751e-29,2.909786e-29,0.9000657,8.0619495e-13,0.06038357,3.256083e-30,1.8796502e-09,1.3911849e-31,2.8001065e-15,4.0628344e-29,3.6331785e-11,0.039550655,1.7394757e-29,9.3456864e-30,5.0894008e-17,2.2890296e-28
E16-18h_a_S06_3280x114100-slice5,1.5473795e-26,8.2382216e-27,0.8771999,3.5634622e-14,0.086312175,2.3163246e-27,7.079176e-09,3.9838022e-28,3.278693e-13,1.1714948e-26,1.7995602e-12,0.036487903,5.925218e-27,4.0148043e-27,2.2374923e-12,1.8672294e-26
E16-18h_a_S06_3280x114120-slice5,9.932596e-24,6.2041705e-24,0.9268589,1.6814923e-09,0.05801629,2.9193174e-24,1.0960959e-09,1.0510454e-24,6.8198704e-11,1.02940455e-23,6.8385068e-12,0.015124815,5.13305e-24,3.8631027e-24,1.0510024e-11,1.15940575e-23
E16-18h_a_S06_3280x114140-slice5,4.9358234e-19,3.3394905e-19,0.8788302,7.4336256e-08,0.067942664,1.8629227e-19,2.0601027e-07,5.6199006e-20,1.4161254e-09,4.758719e-19,1.340597e-09,0.053226948,2.9177374e-19,2.379635e-19,4.564794e-08,7.1503353e-19
E16-18h_a_S06_3280x114160-slice5,1.6063143e-21,9.971702e-22,0.8025696,2.510753e-09,0.16564792,4.623142e-22,7.3678543e-09,5.9179373e-23,2.0032027e-12,1.4921123e-21,3.043579e-09,0.031782433,8.521508e-22,7.0588405e-22,1.3906755e-08,1.9308631e-21
E16-18h_a_S06_3300x113860-slice5,7.64055e-20,5.8491247e-20,0.5708935,8.55285e-16,0.2951635,3.5635154e-20,1.387564e-10,1.4442131e-20,3.1553957e-09,1.0344153e-19,4.356282e-07,0.1338645,5.904745e-20,5.2796292e-20,7.8037614e-05,6.3925172e-21
E16-18h_a_S06_3300x113880-slice5,9.077066e-22,6.385831e-22,0.95381844,3.4806095e-14,4.8741276e-05,3.7241404e-22,4.536157e-08,2.446267e-22,3.4698356e-08,1.065752e-21,1.410549e-06,0.04612989,6.2999846e-22,4.609026e-22,1.4367587e-06,1.8149122e-21
E16-18h_a_S06_3300x113900-slice5,3.3737195e-23,2.2068999e-23,0.8737751,1.0008642e-14,0.07053686,9.1605755e-24,2.346181e-10,2.7655594e-24,1.5283236e-10,3.5338744e-23,1.5029139e-10,0.055687968,1.946743e-23,1.5705719e-23,1.2059462e-08,1.1785183e-23
E16-18h_a_S06_3300x113920-slice5,2.518948e-27,1.7020277e-27,0.99347186,2.6832222e-16,1.5467514e-05,7.370542e-28,1.14843045e-10,1.3314081e-28,1.5064057e-13,3.0726177e-27,4.828506e-12,0.0065126694,1.5267296e-27,1.1456857e-27,2.5555066e-10,3.7554983e-27
E16-18h_a_S06_3300x113940-slice5,2.174346e-29,1.1277433e-29,0.99994445,7.000135e-13,5.3426877e-05,2.549282e-30,6.339653e-12,2.3782494e-31,1.3371856e-15,2.1078506e-29,2.8094305e-11,2.1698309e-06,8.918598e-30,5.5472823e-30,1.4625707e-11,3.7843485e-29
E16-18h_a_S06_3300x113960-slice5,1.4310187e-28,9.279335e-29,0.9999871,4.5234325e-17,1.2141241e-05,3.671825e-29,4.4986272e-13,4.7109928e-30,8.2131635e-15,1.8555882e-28,3.3589197e-14,7.350553e-07,8.6590635e-29,6.67326e-29,5.779843e-10,4.740361e-29
E16-18h_a_S06_3300x113980-slice5,2.4347796e-26,1.0980819e-26,0.9731935,2.5752354e-09,0.02680645,1.993761e-27,2.092376e-11,9.321139e-29,1.0267559e-13,1.8733947e-26,6.7075736e-09,1.7586074e-10,8.163925e-27,4.9187627e-27,4.9348813e-11,1.4178721e-26
E16-18h_a_S06_3300x114000-slice5,3.4495276e-28,1.4384488e-28,0.94790196,1.8422437e-10,0.052096535,2.2681214e-29,4.878391e-10,1.118462e-30,4.7316584e-16,1.9901147e-28,1.954914e-11,1.5386448e-06,9.1723316e-29,5.368861e-29,1.2799687e-13,6.822025e-28
E16-18h_a_S06_3300x114020-slice5,3.2848023e-32,1.2879968e-32,0.916049,1.80819e-15,0.08395102,1.8969456e-33,1.5158385e-12,1.2484632e-34,1.2760457e-15,1.8043638e-32,2.4358746e-11,2.2774005e-09,8.387552e-33,4.8130025e-33,1.1710291e-13,2.0074383e-32
E16-18h_a_S06_3300x114040-slice5,5.1879507e-31,1.7401072e-31,0.999119,2.34562e-16,0.00088057906,1.5021554e-32,4.441817e-12,5.4134275e-34,6.697547e-14,2.4660687e-31,3.3539803e-11,4.2511493e-07,1.046584e-31,5.0712695e-32,2.8848775e-15,9.395813e-31
E16-18h_a_S06_3300x114060-slice5,4.20435e-31,1.6590946e-31,0.9130191,2.905044e-13,0.08697437,2.2465056e-32,4.1381322e-13,1.3498934e-33,2.2617243e-14,2.8532175e-31,1.1215768e-12,6.501235e-06,1.0870485e-31,6.260662e-32,5.5293183e-16,3.8479572e-31
E16-18h_a_S06_3300x114080-slice5,2.9627451e-30,1.2201269e-30,0.8745839,3.0403923e-17,0.11032225,1.9345611e-31,2.8902437e-13,2.0250597e-32,7.104684e-14,2.1009972e-30,1.06987016e-10,0.015093954,8.621618e-31,4.8362165e-31,2.7816401e-14,1.0105643e-30
E16-18h_a_S06_3300x114100-slice5,1.0344409e-29,3.6551886e-30,0.9397978,1.3410823e-12,0.05289464,4.2318657e-31,1.6249986e-12,1.3097455e-32,1.3559702e-15,6.069762e-30,2.7040717e-10,0.0073075355,2.3123977e-30,1.2126032e-30,3.2006617e-16,1.3184953e-29
E16-18h_a_S06_3300x114120-slice5,2.1089333e-23,1.1276472e-23,0.9803862,5.253434e-10,0.005014512,3.6789376e-24,9.267354e-09,7.1114075e-25,2.5660574e-11,1.714034e-23,1.0107238e-08,0.014599342,8.968328e-24,5.742981e-24,2.1049446e-10,6.846263e-23
E16-18h_a_S06_3300x114140-slice5,1.8701223e-21,1.1294592e-21,0.8826347,9.262094e-09,0.083957314,4.928072e-22,1.7247737e-10,1.0162438e-22,1.2929266e-11,1.9102615e-21,2.9011473e-09,0.033407982,9.8219e-22,7.463191e-22,1.659938e-08,1.413852e-21
E16-18h_a_S06_3300x114160-slice5,2.3509087e-21,1.6641087e-21,0.9057436,1.2683331e-11,0.052215815,1.0983321e-21,1.9224464e-08,1.3727534e-22,1.3946229e-12,2.5140497e-21,4.2042095e-12,0.04204051,1.4684643e-21,1.3402691e-21,1.2041686e-07,1.4285171e-21
E16-18h_a_S06_3300x114180-slice5,2.578505e-25,1.5099325e-25,0.80991024,1.7414794e-13,0.13649657,6.957288e-26,2.0700126e-12,1.11083394e-26,7.669927e-14,2.764444e-25,3.715482e-11,0.053593155,1.334785e-25,1.069074e-25,2.4108517e-09,7.7540164e-26
E16-18h_a_S06_3320x113840-slice5,1.1240616e-15,1.0609326e-15,0.42059392,7.9921396e-11,0.106849216,1.1577364e-15,1.1668981e-09,3.8354284e-16,2.8040056e-08,1.9032587e-15,2.14487e-06,0.1067938,1.2370246e-15,1.3304893e-15,0.3657608,1.1783429e-16
E16-18h_a_S06_3320x113860-slice5,8.670107e-18,6.2755066e-18,0.8777605,1.6609951e-11,0.06234142,4.4324146e-18,1.443711e-08,2.1059483e-18,6.77915e-08,9.958582e-18,6.990102e-06,0.05902097,6.370151e-18,5.3705313e-18,0.0008700592,3.0797336e-18
E16-18h_a_S06_3320x113880-slice5,2.2178444e-23,1.9366385e-23,0.92421794,6.623851e-19,0.041235942,1.8572607e-23,9.456408e-16,2.2469343e-23,6.0035724e-08,3.9996993e-23,3.3171057e-09,0.034540527,2.4060608e-23,2.2643845e-23,5.496882e-06,2.9404171e-25
E16-18h_a_S06_3320x113900-slice5,6.986108e-27,5.3097865e-27,0.99023485,3.017476e-17,0.00024093875,3.2556655e-27,2.549701e-15,2.1129655e-27,3.38961e-11,1.13145126e-26,4.0494257e-11,0.009524221,5.7782262e-27,4.704569e-27,1.530202e-08,8.4166355e-28
E16-18h_a_S06_3320x113920-slice5,1.6161474e-28,1.0278816e-28,0.999995,1.5029223e-13,4.021387e-06,3.532777e-29,6.56443e-10,6.076743e-30,4.739729e-14,1.6871175e-28,1.1583514e-12,1.0096446e-06,8.580675e-29,5.892279e-29,1.6984813e-11,5.6079103e-28
E16-18h_a_S06_3320x113940-slice5,5.0034514e-26,3.4394616e-26,0.99488187,1.919186e-14,0.00510797,1.8331274e-26,1.0135508e-11,2.8656538e-27,4.1403967e-14,6.354508e-26,1.4041722e-12,1.0194556e-05,3.157516e-26,2.6212298e-26,1.9134792e-08,1.3357629e-26
E16-18h_a_S06_3320x113960-slice5,9.8387174e-23,7.785797e-23,0.87486976,1.9113265e-06,0.12512805,6.053047e-23,7.276288e-12,2.5174781e-23,2.4565834e-11,1.6474237e-22,1.0106568e-09,3.3687904e-08,7.819491e-23,6.7856105e-23,1.5700678e-07,2.2859551e-23
E16-18h_a_S06_3320x113980-slice5,7.81777e-23,6.131067e-23,0.7415958,5.7706857e-09,0.2583946,4.071975e-23,1.7475214e-11,6.679165e-24,3.5384168e-14,1.1365074e-22,6.7493365e-11,9.366208e-06,5.5496806e-23,5.2446998e-23,2.1143963e-07,1.745026e-23
E16-18h_a_S06_3320x114000-slice5,1.2304451e-25,5.3547866e-26,0.7132371,1.0397716e-06,0.28676033,1.2469829e-26,2.866498e-09,1.6448021e-27,5.141362e-12,8.950253e-26,1.530076e-06,1.0797971e-08,3.9150313e-26,2.2241069e-26,3.2760388e-11,2.8274003e-25
E16-18h_a_S06_3320x114020-slice5,1.0989863e-30,4.3685315e-31,0.81993127,2.459923e-12,0.18005447,6.402629e-32,3.01864e-11,3.178114e-33,1.7414984e-15,6.6348917e-31,1.7421083e-09,1.4252725e-05,2.762249e-31,1.4608765e-31,2.1922922e-15,2.0490768e-30
E16-18h_a_S06_3320x114040-slice5,5.730438e-32,2.9478645e-32,0.7984235,3.0524865e-14,0.18099427,6.809397e-33,7.3934386e-13,6.4966515e-34,6.0732056e-16,5.15483e-32,6.723048e-14,0.020582227,2.0369469e-32,1.3434976e-32,2.3530157e-16,5.309381e-32
E16-18h_a_S06_3320x114060-slice5,6.74475e-29,3.67134e-29,0.89540994,9.433882e-13,0.09078503,1.07991865e-29,1.0587536e-12,1.3060582e-30,4.0872457e-15,7.030252e-29,4.880269e-13,0.01380508,2.8299873e-29,1.9827014e-29,2.5851768e-13,3.1166106e-29
E16-18h_a_S06_3320x114080-slice5,1.2624394e-29,5.4256678e-30,0.942854,3.0769324e-12,0.057114087,7.976663e-31,3.0369756e-12,5.546452e-32,2.3971107e-14,9.217971e-30,1.5690484e-12,3.188069e-05,3.6229977e-30,2.090473e-30,8.539909e-15,1.122794e-29
E16-18h_a_S06_3320x114100-slice5,4.227437e-27,1.9443936e-27,0.9203205,3.2675235e-10,0.040289886,4.348487e-28,1.0469265e-13,4.6338494e-29,1.3782867e-13,3.9960342e-27,2.0169216e-10,0.039389703,1.4795384e-27,8.946885e-28,1.5916968e-12,3.228184e-27
E16-18h_a_S06_3320x114120-slice5,7.35787e-24,3.6961013e-24,0.84319484,5.0790483e-11,0.114754654,1.1467254e-24,2.5990368e-11,1.7427066e-25,8.035609e-12,6.5325023e-24,1.1954794e-10,0.04205056,2.901845e-24,1.9944753e-24,1.0320278e-09,4.5880963e-24
E16-18h_a_S06_3320x114140-slice5,3.669856e-20,2.2033912e-20,0.86907965,8.815103e-09,0.052266184,9.81426e-21,1.921796e-08,1.8544004e-21,1.289255e-10,3.5096647e-20,3.3846084e-10,0.07865398,1.8195681e-20,1.4101677e-20,1.454526e-07,4.3099186e-20
E16-18h_a_S06_3320x114160-slice5,1.6914628e-23,1.043321e-23,0.8058195,1.0796905e-08,0.14557168,4.776435e-24,3.716967e-10,6.4900213e-25,9.799185e-13,1.8026283e-23,1.9673034e-11,0.048608795,8.798288e-24,6.818426e-24,2.2616815e-10,2.034216e-23
E16-18h_a_S06_3320x114180-slice5,2.504232e-23,1.9398654e-23,0.7721112,5.500057e-10,0.21105939,1.3789699e-23,8.7987735e-11,3.1292168e-24,2.6846426e-14,3.2445638e-23,8.9379215e-13,0.01682946,1.7174589e-23,1.6212078e-23,5.564129e-09,1.0416319e-23
