,x,y,z
E16-18h_a_S01_14760x106980-slice0,-19.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14760x107000-slice0,-19.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14760x107020-slice0,-19.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14760x107040-slice0,-19.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14760x107060-slice0,-19.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14760x107080-slice0,-19.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14780x106740-slice0,-18.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14780x106760-slice0,-18.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14780x106780-slice0,-18.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14780x106800-slice0,-18.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14780x106820-slice0,-18.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14780x106840-slice0,-18.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14780x106860-slice0,-18.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14780x106880-slice0,-18.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14780x106900-slice0,-18.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14780x106920-slice0,-18.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14780x106940-slice0,-18.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14780x106960-slice0,-18.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14780x106980-slice0,-18.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14780x107000-slice0,-18.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14780x107020-slice0,-18.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14780x107040-slice0,-18.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14780x107060-slice0,-18.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14780x107080-slice0,-18.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14800x106720-slice0,-17.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14800x106740-slice0,-17.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14800x106760-slice0,-17.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14800x106780-slice0,-17.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14800x106800-slice0,-17.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14800x106820-slice0,-17.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14800x106840-slice0,-17.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14800x106860-slice0,-17.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14800x106880-slice0,-17.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14800x106900-slice0,-17.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14800x106920-slice0,-17.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14800x106940-slice0,-17.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14800x106960-slice0,-17.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14800x106980-slice0,-17.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14800x107000-slice0,-17.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14800x107020-slice0,-17.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14800x107040-slice0,-17.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14800x107060-slice0,-17.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14800x107080-slice0,-17.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14820x106720-slice0,-16.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14820x106740-slice0,-16.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14820x106760-slice0,-16.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14820x106780-slice0,-16.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14820x106800-slice0,-16.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14820x106820-slice0,-16.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14820x106840-slice0,-16.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14820x106860-slice0,-16.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14820x106880-slice0,-16.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14820x106900-slice0,-16.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14820x106920-slice0,-16.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14820x106940-slice0,-16.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14820x106960-slice0,-16.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14820x106980-slice0,-16.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14820x107000-slice0,-16.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14820x107020-slice0,-16.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14820x107040-slice0,-16.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14820x107060-slice0,-16.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14820x107080-slice0,-16.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14820x107100-slice0,-16.038578680201795,12.16751269035285,0.0
E16-18h_a_S01_14840x106720-slice0,-15.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14840x106740-slice0,-15.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14840x106760-slice0,-15.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14840x106780-slice0,-15.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14840x106800-slice0,-15.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14840x106820-slice0,-15.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14840x106840-slice0,-15.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14840x106860-slice0,-15.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14840x106880-slice0,-15.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14840x106900-slice0,-15.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14840x106920-slice0,-15.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14840x106940-slice0,-15.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14840x106960-slice0,-15.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14840x106980-slice0,-15.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14840x107000-slice0,-15.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14840x107020-slice0,-15.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14840x107040-slice0,-15.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14840x107060-slice0,-15.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14840x107080-slice0,-15.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14840x107100-slice0,-15.038578680201795,12.16751269035285,0.0
E16-18h_a_S01_14860x106700-slice0,-14.038578680201795,-7.832487309647149,0.0
E16-18h_a_S01_14860x106720-slice0,-14.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14860x106740-slice0,-14.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14860x106760-slice0,-14.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14860x106780-slice0,-14.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14860x106800-slice0,-14.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14860x106820-slice0,-14.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14860x106840-slice0,-14.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14860x106860-slice0,-14.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14860x106880-slice0,-14.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14860x106900-slice0,-14.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14860x106920-slice0,-14.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14860x106940-slice0,-14.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14860x106960-slice0,-14.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14860x106980-slice0,-14.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14860x107000-slice0,-14.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14860x107020-slice0,-14.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14860x107040-slice0,-14.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14860x107060-slice0,-14.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14860x107080-slice0,-14.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14860x107100-slice0,-14.038578680201795,12.16751269035285,0.0
E16-18h_a_S01_14880x106680-slice0,-13.038578680201795,-8.83248730964715,0.0
E16-18h_a_S01_14880x106700-slice0,-13.038578680201795,-7.832487309647149,0.0
E16-18h_a_S01_14880x106720-slice0,-13.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14880x106740-slice0,-13.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14880x106760-slice0,-13.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14880x106780-slice0,-13.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14880x106800-slice0,-13.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14880x106820-slice0,-13.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14880x106840-slice0,-13.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14880x106860-slice0,-13.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14880x106880-slice0,-13.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14880x106900-slice0,-13.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14880x106920-slice0,-13.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14880x106940-slice0,-13.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14880x106960-slice0,-13.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14880x106980-slice0,-13.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14880x107000-slice0,-13.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14880x107020-slice0,-13.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14880x107040-slice0,-13.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14880x107060-slice0,-13.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14880x107080-slice0,-13.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14880x107100-slice0,-13.038578680201795,12.16751269035285,0.0
E16-18h_a_S01_14900x106680-slice0,-12.038578680201795,-8.83248730964715,0.0
E16-18h_a_S01_14900x106700-slice0,-12.038578680201795,-7.832487309647149,0.0
E16-18h_a_S01_14900x106720-slice0,-12.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14900x106740-slice0,-12.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14900x106760-slice0,-12.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14900x106780-slice0,-12.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14900x106800-slice0,-12.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14900x106820-slice0,-12.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14900x106840-slice0,-12.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14900x106860-slice0,-12.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14900x106880-slice0,-12.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14900x106900-slice0,-12.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14900x106920-slice0,-12.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14900x106940-slice0,-12.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14900x106960-slice0,-12.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14900x106980-slice0,-12.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14900x107000-slice0,-12.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14900x107020-slice0,-12.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14900x107040-slice0,-12.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14900x107060-slice0,-12.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14900x107080-slice0,-12.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14900x107100-slice0,-12.038578680201795,12.16751269035285,0.0
E16-18h_a_S01_14920x106680-slice0,-11.038578680201795,-8.83248730964715,0.0
E16-18h_a_S01_14920x106700-slice0,-11.038578680201795,-7.832487309647149,0.0
E16-18h_a_S01_14920x106720-slice0,-11.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14920x106740-slice0,-11.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14920x106760-slice0,-11.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14920x106780-slice0,-11.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14920x106800-slice0,-11.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14920x106820-slice0,-11.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14920x106840-slice0,-11.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14920x106860-slice0,-11.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14920x106880-slice0,-11.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14920x106900-slice0,-11.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14920x106920-slice0,-11.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14920x106940-slice0,-11.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14920x106960-slice0,-11.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14920x106980-slice0,-11.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14920x107000-slice0,-11.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14920x107020-slice0,-11.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14920x107040-slice0,-11.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14920x107060-slice0,-11.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14920x107080-slice0,-11.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14920x107100-slice0,-11.038578680201795,12.16751269035285,0.0
E16-18h_a_S01_14940x106660-slice0,-10.038578680201795,-9.83248730964715,0.0
E16-18h_a_S01_14940x106680-slice0,-10.038578680201795,-8.83248730964715,0.0
E16-18h_a_S01_14940x106700-slice0,-10.038578680201795,-7.832487309647149,0.0
E16-18h_a_S01_14940x106720-slice0,-10.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14940x106740-slice0,-10.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14940x106760-slice0,-10.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14940x106780-slice0,-10.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14940x106800-slice0,-10.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14940x106820-slice0,-10.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14940x106840-slice0,-10.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14940x106860-slice0,-10.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14940x106880-slice0,-10.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14940x106900-slice0,-10.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14940x106920-slice0,-10.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14940x106940-slice0,-10.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14940x106960-slice0,-10.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14940x106980-slice0,-10.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14940x107000-slice0,-10.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14940x107020-slice0,-10.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14940x107040-slice0,-10.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14940x107060-slice0,-10.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14940x107080-slice0,-10.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14940x107100-slice0,-10.038578680201795,12.16751269035285,0.0
E16-18h_a_S01_14960x106660-slice0,-9.038578680201795,-9.83248730964715,0.0
E16-18h_a_S01_14960x106680-slice0,-9.038578680201795,-8.83248730964715,0.0
E16-18h_a_S01_14960x106700-slice0,-9.038578680201795,-7.832487309647149,0.0
E16-18h_a_S01_14960x106720-slice0,-9.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14960x106740-slice0,-9.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14960x106760-slice0,-9.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14960x106780-slice0,-9.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14960x106800-slice0,-9.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14960x106820-slice0,-9.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14960x106840-slice0,-9.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14960x106860-slice0,-9.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14960x106880-slice0,-9.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14960x106900-slice0,-9.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14960x106920-slice0,-9.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14960x106940-slice0,-9.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14960x106960-slice0,-9.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14960x106980-slice0,-9.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14960x107000-slice0,-9.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14960x107020-slice0,-9.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14960x107040-slice0,-9.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14960x107060-slice0,-9.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14960x107080-slice0,-9.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14960x107100-slice0,-9.038578680201795,12.16751269035285,0.0
E16-18h_a_S01_14980x106660-slice0,-8.038578680201795,-9.83248730964715,0.0
E16-18h_a_S01_14980x106680-slice0,-8.038578680201795,-8.83248730964715,0.0
E16-18h_a_S01_14980x106700-slice0,-8.038578680201795,-7.832487309647149,0.0
E16-18h_a_S01_14980x106720-slice0,-8.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_14980x106740-slice0,-8.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_14980x106760-slice0,-8.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_14980x106780-slice0,-8.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_14980x106800-slice0,-8.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_14980x106820-slice0,-8.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_14980x106840-slice0,-8.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_14980x106860-slice0,-8.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_14980x106880-slice0,-8.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_14980x106900-slice0,-8.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_14980x106920-slice0,-8.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_14980x106940-slice0,-8.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_14980x106960-slice0,-8.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_14980x106980-slice0,-8.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_14980x107000-slice0,-8.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_14980x107020-slice0,-8.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_14980x107040-slice0,-8.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_14980x107060-slice0,-8.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_14980x107080-slice0,-8.038578680201795,11.16751269035285,0.0
E16-18h_a_S01_14980x107100-slice0,-8.038578680201795,12.16751269035285,0.0
E16-18h_a_S01_15000x106640-slice0,-7.038578680201795,-10.83248730964715,0.0
E16-18h_a_S01_15000x106660-slice0,-7.038578680201795,-9.83248730964715,0.0
E16-18h_a_S01_15000x106680-slice0,-7.038578680201795,-8.83248730964715,0.0
E16-18h_a_S01_15000x106700-slice0,-7.038578680201795,-7.832487309647149,0.0
E16-18h_a_S01_15000x106720-slice0,-7.038578680201795,-6.832487309647149,0.0
E16-18h_a_S01_15000x106740-slice0,-7.038578680201795,-5.832487309647149,0.0
E16-18h_a_S01_15000x106760-slice0,-7.038578680201795,-4.832487309647149,0.0
E16-18h_a_S01_15000x106780-slice0,-7.038578680201795,-3.8324873096471492,0.0
E16-18h_a_S01_15000x106800-slice0,-7.038578680201795,-2.8324873096471492,0.0
E16-18h_a_S01_15000x106820-slice0,-7.038578680201795,-1.8324873096471492,0.0
E16-18h_a_S01_15000x106840-slice0,-7.038578680201795,-0.8324873096471492,0.0
E16-18h_a_S01_15000x106860-slice0,-7.038578680201795,0.16751269035285077,0.0
E16-18h_a_S01_15000x106880-slice0,-7.038578680201795,1.1675126903528508,0.0
E16-18h_a_S01_15000x106900-slice0,-7.038578680201795,2.1675126903528508,0.0
E16-18h_a_S01_15000x106920-slice0,-7.038578680201795,3.1675126903528508,0.0
E16-18h_a_S01_15000x106940-slice0,-7.038578680201795,4.167512690352851,0.0
E16-18h_a_S01_15000x106960-slice0,-7.038578680201795,5.167512690352851,0.0
E16-18h_a_S01_15000x106980-slice0,-7.038578680201795,6.167512690352851,0.0
E16-18h_a_S01_15000x107000-slice0,-7.038578680201795,7.167512690352851,0.0
E16-18h_a_S01_15000x107020-slice0,-7.038578680201795,8.16751269035285,0.0
E16-18h_a_S01_15000x107040-slice0,-7.038578680201795,9.16751269035285,0.0
E16-18h_a_S01_15000x107060-slice0,-7.038578680201795,10.16751269035285,0.0
E16-18h_a_S01_15000x107080-slice0,-7.038578680201795,11.16751269035285,0.0
